peptide_id	GO_id	GO_Def	Evalues
Eucgr.E00456.1.p	GO:0004499,GO:0016491,GO:0050661,GO:0055114,GO:0050660	GO:0004499[N,N-dimethylaniline monooxygenase activity]; GO:0016491[oxidoreductase activity]; GO:0050661[NADP binding]; GO:0055114[oxidation-reduction process]; GO:0050660[flavin adenine dinucleotide binding]	GO:0004499[3.4e-50]; GO:0016491[3.4e-50]; GO:0050661[3.4e-50]; GO:0055114[3.4e-50]; GO:0050660[3.4e-50]
Eucgr.E00458.1.p	GO:0006633,GO:0004315	GO:0006633[fatty acid biosynthetic process]; GO:0004315[3-oxoacyl-[acyl-carrier-protein] synthase activity]	GO:0006633[1.5e-27]; GO:0004315[1.5e-27]
Eucgr.E00458.2.p	GO:0006633,GO:0004315	GO:0006633[fatty acid biosynthetic process]; GO:0004315[3-oxoacyl-[acyl-carrier-protein] synthase activity]	GO:0006633[1.5e-26]; GO:0004315[1.5e-26]
Eucgr.E00458.3.p	GO:0006633,GO:0004315	GO:0006633[fatty acid biosynthetic process]; GO:0004315[3-oxoacyl-[acyl-carrier-protein] synthase activity]	GO:0006633[1.2e-27]; GO:0004315[1.2e-27]
Eucgr.E00459.1.p	-	-	-
Eucgr.E00460.1.p	GO:0005992,GO:0003824	GO:0005992[trehalose biosynthetic process]; GO:0003824[catalytic activity]	GO:0005992[1e-70]; GO:0003824[1e-70]
Eucgr.E00461.1.p	GO:0005507,GO:0016491,GO:0055114	GO:0005507[copper ion binding]; GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0005507[4.6e-44]; GO:0016491[1.5e-43]; GO:0055114[1.5e-43]
Eucgr.E00462.1.p	GO:0009058,GO:0016740	GO:0009058[biosynthetic process]; GO:0016740[transferase activity]	GO:0009058[3.8e-49]; GO:0016740[3.8e-49]
Eucgr.E00465.1.p	GO:0004857	GO:0004857[enzyme inhibitor activity]	GO:0004857[7.7e-33]
Eucgr.E00466.1.p	-	-	-
Eucgr.E00466.2.p	-	-	-
Eucgr.E00466.3.p	-	-	-
Eucgr.E00470.1.p	GO:0005506,GO:0016705,GO:0020037,GO:0055114	GO:0005506[iron ion binding]; GO:0016705[oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen]; GO:0020037[heme binding]; GO:0055114[oxidation-reduction process]	GO:0005506[4.4e-84]; GO:0016705[4.4e-84]; GO:0020037[4.4e-84]; GO:0055114[4.4e-84]
Eucgr.E00472.1.p	-	-	-
Eucgr.E00473.1.p	GO:0006468,GO:0005515,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0005515[protein binding]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.9e-35]; GO:0005515[2.8e-16]; GO:0004672[4.9e-35]; GO:0005524[9.8e-27]
Eucgr.E00474.1.p	-	-	-
Eucgr.E00475.1.p	GO:0006415,GO:0003747	GO:0006415[translational termination]; GO:0003747[translation release factor activity]	GO:0006415[2.4e-19]; GO:0003747[2.4e-19]
Eucgr.E00475.2.p	GO:0006415,GO:0003747	GO:0006415[translational termination]; GO:0003747[translation release factor activity]	GO:0006415[2.4e-17]; GO:0003747[2.4e-17]
Eucgr.E00477.1.p	-	-	-
Eucgr.E00477.2.p	-	-	-
Eucgr.E00483.1.p	GO:0006289,GO:0000439,GO:0006355	GO:0006289[nucleotide-excision repair]; GO:0000439[core TFIIH complex]; GO:0006355[regulation of transcription, DNA-templated]	GO:0006289[7.6e-27]; GO:0000439[7.6e-27]; GO:0006355[7.6e-27]
Eucgr.E00484.1.p	-	-	-
Eucgr.E00486.1.p	-	-	-
Eucgr.E00489.1.p	GO:0016020	GO:0016020[membrane]	GO:0016020[1.6e-91]
Eucgr.E00489.2.p	GO:0016020	GO:0016020[membrane]	GO:0016020[6e-55]
Eucgr.E00489.3.p	GO:0016020	GO:0016020[membrane]	GO:0016020[6e-55]
Eucgr.E00490.1.p	GO:0008017,GO:0007018,GO:0005515,GO:0003777,GO:0005524	GO:0008017[microtubule binding]; GO:0007018[microtubule-based movement]; GO:0005515[protein binding]; GO:0003777[microtubule motor activity]; GO:0005524[ATP binding]	GO:0008017[2.2e-95]; GO:0007018[2.2e-95]; GO:0005515[2e-16]; GO:0003777[2.2e-95]; GO:0005524[2.2e-95]
Eucgr.E00490.2.p	GO:0008017,GO:0007018,GO:0005515,GO:0003777,GO:0005524	GO:0008017[microtubule binding]; GO:0007018[microtubule-based movement]; GO:0005515[protein binding]; GO:0003777[microtubule motor activity]; GO:0005524[ATP binding]	GO:0008017[2.1e-95]; GO:0007018[2.1e-95]; GO:0005515[2e-16]; GO:0003777[2.1e-95]; GO:0005524[2.1e-95]
Eucgr.E00490.3.p	GO:0008017,GO:0007018,GO:0005515,GO:0003777,GO:0005524	GO:0008017[microtubule binding]; GO:0007018[microtubule-based movement]; GO:0005515[protein binding]; GO:0003777[microtubule motor activity]; GO:0005524[ATP binding]	GO:0008017[2.1e-95]; GO:0007018[2.1e-95]; GO:0005515[2.7e-16]; GO:0003777[2.1e-95]; GO:0005524[2.1e-95]
Eucgr.E00492.1.p	-	-	-
Eucgr.E00493.1.p	GO:0016020	GO:0016020[membrane]	GO:0016020[8.5e-41]
Eucgr.E00496.1.p	GO:0016020	GO:0016020[membrane]	GO:0016020[1.3e-42]
Eucgr.E00497.1.p	-	-	-
Eucgr.E00499.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.9e-46]; GO:0048544[1.2e-22]; GO:0004672[1.9e-46]; GO:0005524[1.9e-46]
Eucgr.E00500.1.p	GO:0009055	GO:0009055[electron carrier activity]	GO:0009055[1.6e-23]
Eucgr.E00506.1.p	GO:0006508,GO:0004252	GO:0006508[proteolysis]; GO:0004252[serine-type endopeptidase activity]	GO:0006508[1.9e-52]; GO:0004252[1.9e-52]
Eucgr.E00507.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.1e-30]; GO:0004672[1.1e-30]; GO:0005524[1.1e-30]
Eucgr.E00510.1.p	GO:0006508,GO:0004252	GO:0006508[proteolysis]; GO:0004252[serine-type endopeptidase activity]	GO:0006508[1.8e-22]; GO:0004252[1.8e-22]
Eucgr.E00512.1.p	GO:0046983	GO:0046983[protein dimerization activity]	GO:0046983[1.2e-10]
Eucgr.E00513.1.p	-	-	-
Eucgr.E00514.1.p	-	-	-
Eucgr.E00516.1.p	GO:0003677,GO:0003700,GO:0005634,GO:0046983,GO:0006355	GO:0003677[DNA binding]; GO:0003700[transcription factor activity, sequence-specific DNA binding]; GO:0005634[nucleus]; GO:0046983[protein dimerization activity]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003677[1.2e-27]; GO:0003700[4.6e-15]; GO:0005634[4.6e-15]; GO:0046983[1.2e-27]; GO:0006355[4.6e-15]
Eucgr.E00516.2.p	GO:0003677,GO:0003700,GO:0005634,GO:0046983,GO:0006355	GO:0003677[DNA binding]; GO:0003700[transcription factor activity, sequence-specific DNA binding]; GO:0005634[nucleus]; GO:0046983[protein dimerization activity]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003677[1.2e-27]; GO:0003700[4.6e-15]; GO:0005634[4.6e-15]; GO:0046983[1.2e-27]; GO:0006355[4.6e-15]
Eucgr.E00522.1.p	GO:0004601,GO:0020037,GO:0055114,GO:0006979	GO:0004601[peroxidase activity]; GO:0020037[heme binding]; GO:0055114[oxidation-reduction process]; GO:0006979[response to oxidative stress]	GO:0004601[1.3e-11]; GO:0020037[1.3e-11]; GO:0055114[1.3e-11]; GO:0006979[1.3e-11]
Eucgr.E00526.1.p	GO:0016021,GO:0055085	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]	GO:0016021[8.7e-23]; GO:0055085[8.7e-23]
Eucgr.E00531.1.p	GO:0016021,GO:0055085,GO:0022857	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]; GO:0022857[transmembrane transporter activity]	GO:0016021[9.8e-118]; GO:0055085[9.8e-118]; GO:0022857[9.8e-118]
Eucgr.E00532.1.p	-	-	-
Eucgr.E00532.2.p	-	-	-
Eucgr.E00532.3.p	-	-	-
Eucgr.E00534.1.p	-	-	-
Eucgr.E00535.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1e-17]
Eucgr.E00537.1.p	GO:0005506,GO:0016705,GO:0020037,GO:0055114	GO:0005506[iron ion binding]; GO:0016705[oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen]; GO:0020037[heme binding]; GO:0055114[oxidation-reduction process]	GO:0005506[1.9e-67]; GO:0016705[1.9e-67]; GO:0020037[1.9e-67]; GO:0055114[1.9e-67]
Eucgr.E00538.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.6e-65]; GO:0004672[1.6e-65]; GO:0005524[3.1e-55]
Eucgr.E00538.2.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.6e-67]; GO:0004672[2.6e-67]; GO:0005524[3.8e-57]
Eucgr.E00538.3.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.5e-67]; GO:0004672[1.5e-67]; GO:0005524[2.3e-57]
Eucgr.E00539.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.9e-09]
Eucgr.E00540.1.p	GO:0016021,GO:0004252	GO:0016021[integral component of membrane]; GO:0004252[serine-type endopeptidase activity]	GO:0016021[1.2e-42]; GO:0004252[1.2e-42]
Eucgr.E00540.2.p	GO:0016021,GO:0004252	GO:0016021[integral component of membrane]; GO:0004252[serine-type endopeptidase activity]	GO:0016021[5.3e-43]; GO:0004252[5.3e-43]
Eucgr.E00541.1.p	GO:0003677,GO:0006355	GO:0003677[DNA binding]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003677[7.3e-15]; GO:0006355[7.3e-15]
Eucgr.E00542.1.p	GO:0003677,GO:0006355	GO:0003677[DNA binding]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003677[7.4e-15]; GO:0006355[7.4e-15]
Eucgr.E00545.1.p	GO:0003677,GO:0006355	GO:0003677[DNA binding]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003677[1.5e-08]; GO:0006355[1.5e-08]
Eucgr.E00546.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[3.3e-34]; GO:0048544[4.7e-32]; GO:0004672[3.3e-34]; GO:0004674[1.9e-08]; GO:0005524[1.2e-32]
Eucgr.E00547.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.9e-50]; GO:0048544[1.2e-26]; GO:0004672[4.9e-50]; GO:0004674[6e-14]; GO:0005524[3.6e-46]
Eucgr.E00547.2.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.9e-50]; GO:0048544[1.2e-26]; GO:0004672[4.9e-50]; GO:0004674[6e-14]; GO:0005524[3.7e-46]
Eucgr.E00549.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[3.9e-34]; GO:0048544[5.7e-32]; GO:0004672[3.9e-34]; GO:0004674[2.2e-08]; GO:0005524[2.8e-32]
Eucgr.E00550.1.p	GO:0034314,GO:0015629,GO:0005885,GO:0030833	GO:0034314[Arp2/3 complex-mediated actin nucleation]; GO:0015629[actin cytoskeleton]; GO:0005885[Arp2/3 protein complex]; GO:0030833[regulation of actin filament polymerization]	GO:0034314[3.5e-09]; GO:0015629[3.5e-09]; GO:0005885[3.5e-09]; GO:0030833[3.5e-09]
Eucgr.E00552.1.p	-	-	-
Eucgr.E00555.1.p	GO:0043565,GO:0003700,GO:0005634,GO:0006355	GO:0043565[sequence-specific DNA binding]; GO:0003700[transcription factor activity, sequence-specific DNA binding]; GO:0005634[nucleus]; GO:0006355[regulation of transcription, DNA-templated]	GO:0043565[1.2e-30]; GO:0003700[1.2e-30]; GO:0005634[1.2e-30]; GO:0006355[1.2e-30]
Eucgr.E00557.1.p	-	-	-
Eucgr.E00560.1.p	-	-	-
Eucgr.E00562.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.4e-20]
Eucgr.E00563.1.p	-	-	-
Eucgr.E00564.1.p	-	-	-
Eucgr.E00568.1.p	GO:0016021	GO:0016021[integral component of membrane]	GO:0016021[8.9e-32]
Eucgr.E00568.2.p	GO:0016021	GO:0016021[integral component of membrane]	GO:0016021[5.9e-31]
Eucgr.E00569.1.p	-	-	-
Eucgr.E00570.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[6.4e-14]
Eucgr.E00572.1.p	-	-	-
Eucgr.E00578.1.p	GO:0000166,GO:0030001,GO:0046872	GO:0000166[nucleotide binding]; GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0000166[3.3e-61]; GO:0030001[8.4e-36]; GO:0046872[3.3e-61]
Eucgr.E00581.1.p	GO:0006468,GO:0004672,GO:0008152,GO:0005524,GO:0003824	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0008152[metabolic process]; GO:0005524[ATP binding]; GO:0003824[catalytic activity]	GO:0006468[4.7e-49]; GO:0004672[4.7e-49]; GO:0008152[1.8e-64]; GO:0005524[4.7e-49]; GO:0003824[1.8e-64]
Eucgr.E00586.1.p	GO:0006468,GO:0004672,GO:0008152,GO:0005524,GO:0003824	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0008152[metabolic process]; GO:0005524[ATP binding]; GO:0003824[catalytic activity]	GO:0006468[9.3e-38]; GO:0004672[9.3e-38]; GO:0008152[1.2e-62]; GO:0005524[9.3e-38]; GO:0003824[1.2e-62]
Eucgr.E00590.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.4e-43]; GO:0004672[6.4e-43]; GO:0005524[6.4e-43]
Eucgr.E00591.1.p	GO:0006468,GO:0004672,GO:0008152,GO:0005524,GO:0003824	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0008152[metabolic process]; GO:0005524[ATP binding]; GO:0003824[catalytic activity]	GO:0006468[3.1e-24]; GO:0004672[3.1e-24]; GO:0008152[2.3e-48]; GO:0005524[7.5e-23]; GO:0003824[2.3e-48]
Eucgr.E00594.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.4e-24]; GO:0004672[1.4e-24]; GO:0005524[2.9e-22]
Eucgr.E00596.1.p	-	-	-
Eucgr.E00597.1.p	-	-	-
Eucgr.E00597.2.p	-	-	-
Eucgr.E00597.3.p	-	-	-
Eucgr.E00604.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.8e-45]; GO:0004672[1.8e-45]; GO:0005524[1.8e-45]
Eucgr.E00608.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.7e-47]; GO:0004672[1.7e-47]; GO:0005524[1.7e-47]
Eucgr.E00610.1.p	GO:0016740	GO:0016740[transferase activity]	GO:0016740[2.2e-110]
Eucgr.E00616.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.9e-49]; GO:0004672[1.9e-49]; GO:0005524[1.9e-49]
Eucgr.E00619.1.p	-	-	-
Eucgr.E00620.1.p	GO:0051287,GO:0008152,GO:0055114,GO:0016597	GO:0051287[NAD binding]; GO:0008152[metabolic process]; GO:0055114[oxidation-reduction process]; GO:0016597[amino acid binding]	GO:0051287[1.8e-40]; GO:0008152[7.9e-06]; GO:0055114[1.8e-40]; GO:0016597[7.9e-06]
Eucgr.E00625.1.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[7.5e-22]; GO:0055114[7.5e-22]
Eucgr.E00626.1.p	GO:0006541,GO:0005524,GO:0003922,GO:0006177,GO:0016787,GO:0006164	GO:0006541[glutamine metabolic process]; GO:0005524[ATP binding]; GO:0003922[GMP synthase (glutamine-hydrolyzing) activity]; GO:0006177[GMP biosynthetic process]; GO:0016787[hydrolase activity]; GO:0006164[purine nucleotide biosynthetic process]	GO:0006541[2.1e-10]; GO:0005524[1.3e-42]; GO:0003922[1.3e-42]; GO:0006177[1.3e-42]; GO:0016787[2.1e-10]; GO:0006164[1.3e-42]
Eucgr.E00628.1.p	GO:0016020,GO:0005215,GO:0006810	GO:0016020[membrane]; GO:0005215[transporter activity]; GO:0006810[transport]	GO:0016020[2.3e-80]; GO:0005215[2.3e-80]; GO:0006810[2.3e-80]
Eucgr.E00628.2.p	GO:0016020,GO:0005215,GO:0006810	GO:0016020[membrane]; GO:0005215[transporter activity]; GO:0006810[transport]	GO:0016020[2e-52]; GO:0005215[2e-52]; GO:0006810[2e-52]
Eucgr.E00628.3.p	GO:0016020,GO:0005215,GO:0006810	GO:0016020[membrane]; GO:0005215[transporter activity]; GO:0006810[transport]	GO:0016020[2e-52]; GO:0005215[2e-52]; GO:0006810[2e-52]
Eucgr.E00629.1.p	GO:0051260	GO:0051260[protein homooligomerization]	GO:0051260[8e-15]
Eucgr.E00633.1.p	GO:0005680,GO:0005515,GO:0008270,GO:0004842,GO:0046872	GO:0005680[anaphase-promoting complex]; GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0004842[ubiquitin-protein transferase activity]; GO:0046872[metal ion binding]	GO:0005680[4.2e-07]; GO:0005515[3.5e-12]; GO:0008270[3.5e-12]; GO:0004842[4.2e-07]; GO:0046872[1.1e-07]
Eucgr.E00634.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.4e-16]
Eucgr.E00634.2.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.2e-16]
Eucgr.E00636.1.p	GO:0003676	GO:0003676[nucleic acid binding]	GO:0003676[1.8e-19]
Eucgr.E00637.1.p	-	-	-
Eucgr.E00641.1.p	GO:0005515,GO:0008270,GO:0046872	GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0046872[metal ion binding]	GO:0005515[1.3e-11]; GO:0008270[1.3e-11]; GO:0046872[1.5e-06]
Eucgr.E00645.1.p	GO:0016020,GO:0016757	GO:0016020[membrane]; GO:0016757[transferase activity, transferring glycosyl groups]	GO:0016020[1.1e-14]; GO:0016757[1.1e-14]
Eucgr.E00646.1.p	-	-	-
Eucgr.E00647.1.p	-	-	-
Eucgr.E00652.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[5e-70]; GO:0004672[5e-70]; GO:0005524[5e-70]
Eucgr.E00652.2.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.9e-61]; GO:0004672[1.9e-61]; GO:0005524[1.9e-61]
Eucgr.E00653.1.p	GO:0006457,GO:0005524,GO:0051082,GO:0006950	GO:0006457[protein folding]; GO:0005524[ATP binding]; GO:0051082[unfolded protein binding]; GO:0006950[response to stress]	GO:0006457[5e-242]; GO:0005524[5e-242]; GO:0051082[5e-242]; GO:0006950[5e-242]
Eucgr.E00656.1.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[9.5e-57]; GO:0055114[9.5e-57]
Eucgr.E00657.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[2.4e-07]; GO:0046872[2.4e-07]
Eucgr.E00659.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[4.6e-07]; GO:0046872[4.6e-07]
Eucgr.E00660.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[2.9e-06]; GO:0046872[2.9e-06]
Eucgr.E00660.2.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[1.5e-06]; GO:0046872[1.5e-06]
Eucgr.E00662.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[8.6e-07]; GO:0046872[8.6e-07]
Eucgr.E00667.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[3.5e-05]; GO:0046872[3.5e-05]
Eucgr.E00668.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[1.2e-05]; GO:0046872[1.2e-05]
Eucgr.E00672.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[2.8e-07]; GO:0046872[2.8e-07]
Eucgr.E00679.1.p	GO:0005515,GO:0008270,GO:0046872	GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0046872[metal ion binding]	GO:0005515[2.7e-14]; GO:0008270[2.7e-14]; GO:0046872[1e-05]
Eucgr.E00680.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[1.2e-72]
Eucgr.E00681.1.p	-	-	-
Eucgr.E00684.1.p	GO:0005524,GO:0043531	GO:0005524[ATP binding]; GO:0043531[ADP binding]	GO:0005524[1.7e-05]; GO:0043531[3.9e-43]
Eucgr.E00689.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[1.3e-24]
Eucgr.E00690.1.p	-	-	-
Eucgr.E00699.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[1e-63]
Eucgr.E00708.1.p	-	-	-
Eucgr.E00713.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[1e-68]
Eucgr.E00726.1.p	-	-	-
Eucgr.E00730.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[1.5e-78]
Eucgr.E00744.1.p	-	-	-
Eucgr.E00744.2.p	-	-	-
Eucgr.E00744.3.p	-	-	-
Eucgr.E00744.4.p	-	-	-
Eucgr.E00744.5.p	-	-	-
Eucgr.E00744.6.p	-	-	-
Eucgr.E00744.7.p	-	-	-
Eucgr.E00745.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[8e-70]
Eucgr.E00747.1.p	-	-	-
Eucgr.E00750.1.p	GO:0043531	GO:0043531[ADP binding]	GO:0043531[2.9e-65]
Eucgr.E00752.1.p	-	-	-
Eucgr.E00762.1.p	-	-	-
Eucgr.E00768.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[1.2e-06]; GO:0046872[1.2e-06]
Eucgr.E00769.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[1.1e-06]; GO:0046872[1.1e-06]
Eucgr.E00772.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[2.2e-07]; GO:0046872[2.2e-07]
Eucgr.E00779.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[3.4e-07]; GO:0046872[3.4e-07]
Eucgr.E00782.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[7.2e-20]
Eucgr.E00785.1.p	GO:0050664,GO:0004601,GO:0016491,GO:0005509,GO:0055114	GO:0050664[oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor]; GO:0004601[peroxidase activity]; GO:0016491[oxidoreductase activity]; GO:0005509[calcium ion binding]; GO:0055114[oxidation-reduction process]	GO:0050664[4.6e-40]; GO:0004601[4.6e-40]; GO:0016491[2.4e-51]; GO:0005509[1.2e-05]; GO:0055114[2.4e-51]
Eucgr.E00788.1.p	-	-	-
Eucgr.E00789.1.p	-	-	-
Eucgr.E00791.1.p	-	-	-
Eucgr.E00792.1.p	-	-	-
Eucgr.E00796.1.p	-	-	-
Eucgr.E00797.1.p	-	-	-
Eucgr.E00798.1.p	-	-	-
Eucgr.E00801.1.p	-	-	-
Eucgr.E00802.1.p	-	-	-
Eucgr.E00803.1.p	-	-	-
Eucgr.E00805.1.p	-	-	-
Eucgr.E00805.2.p	-	-	-
Eucgr.E00805.3.p	-	-	-
Eucgr.E00805.4.p	-	-	-
Eucgr.E00805.5.p	-	-	-
Eucgr.E00806.1.p	GO:0006468,GO:0004672,GO:0005509,GO:0005524,GO:0005515,GO:0007165,GO:0005578	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005509[calcium ion binding]; GO:0005524[ATP binding]; GO:0005515[protein binding]; GO:0007165[signal transduction]; GO:0005578[proteinaceous extracellular matrix]	GO:0006468[3.1e-75]; GO:0004672[3.1e-75]; GO:0005509[3.2e-35]; GO:0005524[3.1e-75]; GO:0005515[6e-08]; GO:0007165[3.2e-35]; GO:0005578[3.2e-35]
Eucgr.E00809.1.p	-	-	-
Eucgr.E00810.1.p	-	-	-
Eucgr.E00813.1.p	-	-	-
Eucgr.E00814.1.p	-	-	-
Eucgr.E00815.1.p	-	-	-
Eucgr.E00819.1.p	GO:0016760,GO:0030244,GO:0016020	GO:0016760[cellulose synthase (UDP-forming) activity]; GO:0030244[cellulose biosynthetic process]; GO:0016020[membrane]	GO:0016760[2.3e-100]; GO:0030244[2.3e-100]; GO:0016020[2.3e-100]
Eucgr.E00821.1.p	GO:0016760,GO:0030244,GO:0016020	GO:0016760[cellulose synthase (UDP-forming) activity]; GO:0030244[cellulose biosynthetic process]; GO:0016020[membrane]	GO:0016760[2.3e-138]; GO:0030244[2.3e-138]; GO:0016020[2.3e-138]
Eucgr.E00821.2.p	GO:0016760,GO:0030244,GO:0016020	GO:0016760[cellulose synthase (UDP-forming) activity]; GO:0030244[cellulose biosynthetic process]; GO:0016020[membrane]	GO:0016760[2.5e-138]; GO:0030244[2.5e-138]; GO:0016020[2.5e-138]
